Wallet_Address,Timestamp,Method Id,Transaction Hash,Network
0xb96ddecaeb05822f4e171455ab602253f08d791a,2023-06-20T06:42:44.000Z,0x095ea7b3,0x6117d39769f0d491aaf1354e1cff0d48d1805c9ef064cf19f294547c90906ba4,Arbitrum
0xcf1a0d88dfa75dd3123222ab2f9034e7942650d5,2023-06-20T06:47:43.000Z,0x095ea7b3,0x98fc8d4a636c45d339c35013f7c3c7e68b154557d1ae245c553a560030180a65,Arbitrum
0xf969494998db901a9806d23e9e060e94a9f57f0c,2023-06-20T06:47:57.000Z,0x095ea7b3,0x6601ec3ece905f5ce51c0b10bdc01c32b7887283655ebc587db8be34fbc23667,Arbitrum
0xf34a144974bc3eb1159a7aa7de2c1f761263c95a,2023-06-20T06:48:07.000Z,0x095ea7b3,0x708858f7383bcd7998a66235ec49b098b69d683be883d3aeb9884381912cae1a,Arbitrum
0x4b199a8aa9a82a3e6829470d7568fd8841fb0439,2023-06-20T06:48:18.000Z,0x095ea7b3,0x756e0415aef82bf3f5ec10c303a43fb6f57cde665617ff548dbeab9f0ce6072e,Arbitrum
0xa405f28b1f214588ff66bf88f65ff180f3ec5efc,2023-06-20T06:48:30.000Z,0x095ea7b3,0xc0a5d385bd9c121afea76ff7a03229bd522775369f799a846a341ce6b8249d66,Arbitrum
0x0faee3f9d30dabddea0650a3ba9fd596a4c80cee,2023-06-20T06:48:42.000Z,0x095ea7b3,0x6024dd8de22b2502e8e7d8858beec63522a32269363e89637325311c143add07,Arbitrum
0x02fd78b2fe83d44381c71af622ae5d4fcec44fee,2023-06-20T06:48:55.000Z,0x095ea7b3,0x590dd64fd696d78665ff5ce56fc00fd95c8b093a29f85175d21522d478a916a1,Arbitrum
0x45aa7332acfa422b77c9ff2110f03bfeb2bfee46,2023-06-20T06:49:05.000Z,0x095ea7b3,0xb604ae1f5eb385b0c402dfbbb90005e6db7bf648768ead74e39ef36641526ba4,Arbitrum
0x607eb67a6968e3e6be794f576f78caba8816b4cf,2023-06-20T06:49:24.000Z,0x095ea7b3,0x3762c60c7861ba8800f0e21071fe89efc9a3233c0e0b9a66434453ab3410f7fb,Arbitrum
0x8f464b4fa25721740b1b08b32229c3b9d362c1a8,2023-06-20T06:49:35.000Z,0x095ea7b3,0x6af74a82275a166a11ccce9987e45aa58de3978d15fc6071da7bb3b5a75edb0b,Arbitrum
0x13b25ee0da7779ff5f3b649956c88f9a436182de,2023-06-20T06:49:48.000Z,0x095ea7b3,0x5d46b151355b8955594e3ab31becd37abcafa93d2d299c7a40c2db23728010cc,Arbitrum
0x626a2c47a9a1820675ff54a3b9e34a1b61b306a6,2023-06-20T06:50:01.000Z,0x095ea7b3,0x6c01c28fd651e23c6554e1ce9f327afe14deb1917d0c36b8e6d2756beb0e9e40,Arbitrum
0x2ae7939f877d7873c8c6af9fab9244baddb8d8ce,2023-06-20T06:50:26.000Z,0x095ea7b3,0x723c325282b1bfd507a02ee2feebe656d761a35f18d8855ada29d97b1e6330ac,Arbitrum
0x853918ec8f8a00b9dadc78684ffc86fb20276921,2023-06-20T06:50:36.000Z,0x095ea7b3,0x83a7529aa80d0b5d4818e4d88234a38bfb3c01415722b0cf265097b03003a043,Arbitrum
0x4441ceaf2ffa0b951cef1151f42faa38e1399869,2023-06-20T06:50:49.000Z,0x095ea7b3,0xd7d066ebdc7d9973c4562cc5eeb57133cb792b596c6ed7eb818c0d7c0142792a,Arbitrum
0x64941af34c1702c7b4a79a43b36f508161bd4d74,2023-06-20T06:51:07.000Z,0x095ea7b3,0xebde6701333b5ec2e9dcb9f7176e435cd82243308632b94e9a4f3bc886187ccd,Arbitrum
0x8e5eb37851375288128f01f95bcac8a39e49830c,2023-06-20T06:51:21.000Z,0x095ea7b3,0x2b1f48d17e85a7642c813d803e3293e09f09f5a47156a6c16c03984075b73d3d,Arbitrum
0xd804b58de9699cfab626748381a544fab39f369b,2023-06-20T06:51:34.000Z,0x095ea7b3,0xbc4d302f0ec96fe7f49ed13c77584ece2431250d98ba6c14395db683692f1bd4,Arbitrum
0x0e12069b7a75e4174428af3bdc919955b6d1dbe6,2023-06-20T06:51:58.000Z,0x095ea7b3,0xe5dc8125ff34c6ea0a1f0028bbc733cdfb8bcd5700d4e19e982792bf7b3b3fee,Arbitrum
0x87b6a17c9157ae920f3e9af6a0ce2fd1768eaf05,2023-06-20T06:52:08.000Z,0x095ea7b3,0xd3925480a54cc236b72e4ce7bcb63c574ce9a24e547cb327298373c9f082bf09,Arbitrum
0xb96ddecaeb05822f4e171455ab602253f08d791a,2023-06-20T08:37:34.000Z,0x00000188,0x32e2d21b0c1c858cd381622ba7c0dab3758d3967c42e861ab58667d61c78cf76,Arbitrum
0xcf1a0d88dfa75dd3123222ab2f9034e7942650d5,2023-06-20T08:43:26.000Z,0x00000188,0xffeb3fe12b8e56d98f93e3c91de12793e69959fce1c5b8e6ee4d58d061de3e76,Arbitrum
